price,town,county,year
320000,NORWICH,NORFOLK,2024
291000,DEREHAM,NORFOLK,2024
337250,WYMONDHAM,NORFOLK,2024
270000,NORWICH,NORFOLK,2024
337500,NORWICH,NORFOLK,2024
354995,NORWICH,NORFOLK,2024
450000,NORWICH,NORFOLK,2024
225000,DEREHAM,NORFOLK,2024
455000,NORWICH,NORFOLK,2024
335000,NORWICH,NORFOLK,2024
427995,NORWICH,NORFOLK,2024
251746,THETFORD,NORFOLK,2024
430000,NORWICH,NORFOLK,2024
155000,WISBECH,NORFOLK,2024
245000,DEREHAM,NORFOLK,2024
308995,SWAFFHAM,NORFOLK,2024
260296,THETFORD,NORFOLK,2024
435000,NORWICH,NORFOLK,2024
160000,WISBECH,NORFOLK,2024
407000,ATTLEBOROUGH,NORFOLK,2024
462500,NORWICH,NORFOLK,2024
335000,ATTLEBOROUGH,NORFOLK,2024
350000,NORWICH,NORFOLK,2024
430000,NORWICH,NORFOLK,2024
279950,ATTLEBOROUGH,NORFOLK,2024
385000,SWAFFHAM,NORFOLK,2024
274950,ATTLEBOROUGH,NORFOLK,2024
210000,NORWICH,NORFOLK,2024
399995,NORWICH,NORFOLK,2024
256496,THETFORD,NORFOLK,2024
470000,NORWICH,NORFOLK,2024
252000,NORWICH,NORFOLK,2024
265000,SWAFFHAM,NORFOLK,2024
325000,THETFORD,NORFOLK,2024
168500,BRANDON,SUFFOLK,2024
185000,LEISTON,SUFFOLK,2024
187500,SAXMUNDHAM,SUFFOLK,2024
232000,HAVERHILL,SUFFOLK,2024
250000,EYE,SUFFOLK,2024
149000,LOWESTOFT,SUFFOLK,2024
397500,IPSWICH,SUFFOLK,2024
820000,SAXMUNDHAM,SUFFOLK,2024
315000,COLCHESTER,SUFFOLK,2024
775000,WOODBRIDGE,SUFFOLK,2024
112000,LOWESTOFT,SUFFOLK,2024
228000,BURY ST EDMUNDS,SUFFOLK,2024
290000,HAVERHILL,SUFFOLK,2024
400000,BURY ST EDMUNDS,SUFFOLK,2024
260000,BURY ST EDMUNDS,SUFFOLK,2024
238000,IPSWICH,SUFFOLK,2024
308000,IPSWICH,SUFFOLK,2024
240000,NEWMARKET,SUFFOLK,2024
258000,BURY ST EDMUNDS,SUFFOLK,2024
318000,BURY ST EDMUNDS,SUFFOLK,2024
802500,BURY ST EDMUNDS,SUFFOLK,2024
282000,BURY ST EDMUNDS,SUFFOLK,2024
320000,BURY ST EDMUNDS,SUFFOLK,2024
325000,EYE,SUFFOLK,2024
270000,BURY ST EDMUNDS,SUFFOLK,2024
882500,BURY ST EDMUNDS,SUFFOLK,2024
205000,IPSWICH,SUFFOLK,2024
775000,NEWMARKET,SUFFOLK,2024
385000,BURY ST EDMUNDS,SUFFOLK,2024
625000,SOUTHWOLD,SUFFOLK,2024
248000,WOODBRIDGE,SUFFOLK,2024
450000,BURY ST EDMUNDS,SUFFOLK,2024
370000,BECCLES,SUFFOLK,2024
237500,EYE,SUFFOLK,2024
367400,GREAT YARMOUTH,NORFOLK,2024
230000,BURY ST EDMUNDS,SUFFOLK,2024
154818,IPSWICH,SUFFOLK,2024
340000,LOWESTOFT,SUFFOLK,2024
175000,IPSWICH,SUFFOLK,2024
290000,HAVERHILL,SUFFOLK,2024
155000,IPSWICH,SUFFOLK,2024
87500,BURY ST EDMUNDS,SUFFOLK,2024
690000,EYE,SUFFOLK,2024
253000,IPSWICH,SUFFOLK,2024
280000,STOWMARKET,SUFFOLK,2024
410000,BECCLES,SUFFOLK,2024
510000,BURY ST EDMUNDS,SUFFOLK,2024
485000,BURY ST EDMUNDS,SUFFOLK,2024
910000,WOODBRIDGE,SUFFOLK,2024
390000,STOWMARKET,SUFFOLK,2024
395000,NEWMARKET,SUFFOLK,2024
275000,SUDBURY,SUFFOLK,2024
346000,BURY ST EDMUNDS,SUFFOLK,2024
225000,IPSWICH,SUFFOLK,2024
135000,BURY ST EDMUNDS,SUFFOLK,2024
905000,NEWMARKET,SUFFOLK,2024
235000,SUDBURY,SUFFOLK,2024
188000,IPSWICH,SUFFOLK,2024
160000,IPSWICH,SUFFOLK,2024
220000,BRANDON,SUFFOLK,2024
243000,SUDBURY,SUFFOLK,2024
360000,BURY ST EDMUNDS,SUFFOLK,2024
255000,IPSWICH,SUFFOLK,2024
232000,IPSWICH,SUFFOLK,2024
248000,LOWESTOFT,SUFFOLK,2024
155000,WOODBRIDGE,SUFFOLK,2024
76000,NEWMARKET,SUFFOLK,2024
378500,IPSWICH,SUFFOLK,2024
360000,IPSWICH,SUFFOLK,2024
410000,BURY ST EDMUNDS,SUFFOLK,2024
310000,BECCLES,SUFFOLK,2024
230000,EYE,SUFFOLK,2024
190000,LOWESTOFT,SUFFOLK,2024
250000,IPSWICH,SUFFOLK,2024
212000,BURY ST EDMUNDS,SUFFOLK,2024
230000,IPSWICH,SUFFOLK,2024
295500,HAVERHILL,SUFFOLK,2024
695000,STOWMARKET,SUFFOLK,2024
256500,SUDBURY,SUFFOLK,2024
275000,STOWMARKET,SUFFOLK,2024
220000,STOWMARKET,SUFFOLK,2024
230000,FELIXSTOWE,SUFFOLK,2024
170000,STOWMARKET,SUFFOLK,2024
131000,IPSWICH,SUFFOLK,2024
300000,BURY ST EDMUNDS,SUFFOLK,2024
220000,SUDBURY,SUFFOLK,2024
250000,BURY ST EDMUNDS,SUFFOLK,2024
360000,IPSWICH,SUFFOLK,2024
280000,IPSWICH,SUFFOLK,2024
250000,IPSWICH,SUFFOLK,2024
170000,LOWESTOFT,SUFFOLK,2024
270000,STOWMARKET,SUFFOLK,2024
125000,STOWMARKET,SUFFOLK,2024
127000,LOWESTOFT,SUFFOLK,2024
438500,WOODBRIDGE,SUFFOLK,2024
625000,BURY ST EDMUNDS,SUFFOLK,2024
305000,IPSWICH,SUFFOLK,2024
235000,IPSWICH,SUFFOLK,2024
315000,LOWESTOFT,SUFFOLK,2024
397500,SUDBURY,SUFFOLK,2024
192000,LOWESTOFT,SUFFOLK,2024
305000,HAVERHILL,SUFFOLK,2024
370000,IPSWICH,SUFFOLK,2024
344000,THETFORD,NORFOLK,2024
310000,DOWNHAM MARKET,NORFOLK,2024
295000,NORWICH,NORFOLK,2024
312500,GREAT YARMOUTH,NORFOLK,2024
235000,DISS,NORFOLK,2024
113000,THETFORD,NORFOLK,2024
395000,NORWICH,NORFOLK,2024
575000,FAKENHAM,NORFOLK,2024
325000,HUNSTANTON,NORFOLK,2024
415000,NORWICH,NORFOLK,2024
229000,KING'S LYNN,NORFOLK,2024
315000,NORWICH,NORFOLK,2024
205000,NORWICH,NORFOLK,2024
175000,NORWICH,NORFOLK,2024
195000,NORWICH,NORFOLK,2024
330000,NORWICH,NORFOLK,2024
325000,DEREHAM,NORFOLK,2024
127000,KING'S LYNN,NORFOLK,2024
347500,NORWICH,NORFOLK,2024
210000,NORWICH,NORFOLK,2024
160000,GREAT YARMOUTH,NORFOLK,2024
425000,NORWICH,NORFOLK,2024
310000,NORWICH,NORFOLK,2024
250000,NORWICH,NORFOLK,2024
285000,DEREHAM,NORFOLK,2024
300000,DEREHAM,NORFOLK,2024
250000,NORWICH,NORFOLK,2024
215000,NORWICH,NORFOLK,2024
325000,WISBECH,NORFOLK,2024
237500,NORWICH,NORFOLK,2024
285000,THETFORD,NORFOLK,2024
236000,ATTLEBOROUGH,NORFOLK,2024
700000,THETFORD,NORFOLK,2024
242496,THETFORD,NORFOLK,2024
436996,NORWICH,NORFOLK,2024
375000,NORWICH,NORFOLK,2024
239000,NORWICH,NORFOLK,2024
264100,NORWICH,NORFOLK,2024
292500,NORWICH,NORFOLK,2024
165000,GREAT YARMOUTH,NORFOLK,2024
445000,SHERINGHAM,NORFOLK,2024
445000,NORWICH,NORFOLK,2024
265000,SWAFFHAM,NORFOLK,2024
306000,NORWICH,NORFOLK,2024
360000,NORWICH,NORFOLK,2024
248000,NORWICH,NORFOLK,2024
265000,NORWICH,NORFOLK,2024
275000,NORWICH,NORFOLK,2024
299250,NORWICH,NORFOLK,2024
175000,GREAT YARMOUTH,NORFOLK,2024
650000,DEREHAM,NORFOLK,2024
449500,NORWICH,NORFOLK,2024
263000,NORWICH,NORFOLK,2024
515000,NORWICH,NORFOLK,2024
580000,CROMER,NORFOLK,2024
250000,DEREHAM,NORFOLK,2024
260000,WYMONDHAM,NORFOLK,2024
439995,NORWICH,NORFOLK,2024
390000,GREAT YARMOUTH,NORFOLK,2024
325000,SWAFFHAM,NORFOLK,2024
360000,NORWICH,NORFOLK,2024
240000,NORWICH,NORFOLK,2024
190000,NORWICH,NORFOLK,2024
375000,NORWICH,NORFOLK,2024
263000,DEREHAM,NORFOLK,2024
260000,DEREHAM,NORFOLK,2024
496846,NORWICH,NORFOLK,2024
158000,BURY ST EDMUNDS,SUFFOLK,2024
650000,IPSWICH,SUFFOLK,2024
133000,HALESWORTH,SUFFOLK,2024
160000,IPSWICH,SUFFOLK,2024
435000,SAXMUNDHAM,SUFFOLK,2024
440000,BURY ST EDMUNDS,SUFFOLK,2024
345000,SAXMUNDHAM,SUFFOLK,2024
144000,IPSWICH,SUFFOLK,2024
590000,STOWMARKET,SUFFOLK,2024
252500,BRANDON,SUFFOLK,2024
336000,NEWMARKET,SUFFOLK,2024
595000,SUDBURY,SUFFOLK,2024
545000,IPSWICH,SUFFOLK,2024
200000,STOWMARKET,SUFFOLK,2024
202500,BURY ST EDMUNDS,SUFFOLK,2024
415000,LOWESTOFT,SUFFOLK,2024
100000,STOWMARKET,SUFFOLK,2024
215000,LOWESTOFT,SUFFOLK,2024
235000,IPSWICH,SUFFOLK,2024
206000,IPSWICH,SUFFOLK,2024
120000,STOWMARKET,SUFFOLK,2024
267000,NEWMARKET,SUFFOLK,2024
320000,SUDBURY,SUFFOLK,2024
950000,SOUTHWOLD,SUFFOLK,2024
212000,HAVERHILL,SUFFOLK,2024
125500,IPSWICH,SUFFOLK,2024
237000,IPSWICH,SUFFOLK,2024
405000,BURY ST EDMUNDS,SUFFOLK,2024
225000,IPSWICH,SUFFOLK,2024
440000,SUDBURY,SUFFOLK,2024
835000,BURY ST EDMUNDS,SUFFOLK,2024
228500,LOWESTOFT,SUFFOLK,2024
284000,SUDBURY,SUFFOLK,2024
360000,IPSWICH,SUFFOLK,2024
285000,BURY ST EDMUNDS,SUFFOLK,2024
225000,BURY ST EDMUNDS,SUFFOLK,2024
110000,THETFORD,NORFOLK,2024
207000,THETFORD,NORFOLK,2024
165000,CROMER,NORFOLK,2024
810000,NORWICH,NORFOLK,2024
350000,SWAFFHAM,NORFOLK,2024
254000,NORWICH,NORFOLK,2024
605000,NORWICH,NORFOLK,2024
320000,GREAT YARMOUTH,NORFOLK,2024
270000,KING'S LYNN,NORFOLK,2024
480000,DOWNHAM MARKET,NORFOLK,2024
255000,GREAT YARMOUTH,NORFOLK,2024
600000,NORWICH,NORFOLK,2024
225000,NORWICH,NORFOLK,2024
387500,GREAT YARMOUTH,NORFOLK,2024
310000,KING'S LYNN,NORFOLK,2024
370000,NORWICH,NORFOLK,2024
202000,NORWICH,NORFOLK,2024
245000,NORWICH,NORFOLK,2024
300000,WISBECH,NORFOLK,2024
207500,KING'S LYNN,NORFOLK,2024
260000,SWAFFHAM,NORFOLK,2024
340000,THETFORD,NORFOLK,2024
255000,GREAT YARMOUTH,NORFOLK,2024
370000,DEREHAM,NORFOLK,2024
266750,DOWNHAM MARKET,NORFOLK,2024
280000,THETFORD,NORFOLK,2024
322500,NORWICH,NORFOLK,2024
175500,KING'S LYNN,NORFOLK,2024
200000,NORWICH,NORFOLK,2024
385000,NORWICH,NORFOLK,2024
140000,NORWICH,NORFOLK,2024
230000,NORWICH,NORFOLK,2024
150000,NORWICH,NORFOLK,2024
304000,GREAT YARMOUTH,NORFOLK,2024
140000,KING'S LYNN,NORFOLK,2024
420000,NORWICH,NORFOLK,2024
540000,NORWICH,NORFOLK,2024
351496,THETFORD,NORFOLK,2024
370000,GREAT YARMOUTH,NORFOLK,2024
450000,NORWICH,NORFOLK,2024
263146,THETFORD,NORFOLK,2024
313400,NORWICH,NORFOLK,2024
270750,NORWICH,NORFOLK,2024
370000,GREAT YARMOUTH,NORFOLK,2024
90000,GREAT YARMOUTH,NORFOLK,2024
322996,NORWICH,NORFOLK,2024
315000,GREAT YARMOUTH,NORFOLK,2024
390000,DISS,NORFOLK,2024
436996,NORWICH,NORFOLK,2024
190000,DISS,NORFOLK,2024
160000,THETFORD,NORFOLK,2024
200000,DOWNHAM MARKET,NORFOLK,2024
845000,SHERINGHAM,NORFOLK,2024
275000,KING'S LYNN,NORFOLK,2024
337500,SHERINGHAM,NORFOLK,2024
350000,THETFORD,NORFOLK,2024
465000,CROMER,NORFOLK,2024
175000,KING'S LYNN,NORFOLK,2024
780000,NORWICH,NORFOLK,2024
215000,KING'S LYNN,NORFOLK,2024
490000,HUNSTANTON,NORFOLK,2024
575000,SHERINGHAM,NORFOLK,2024
380000,NORWICH,NORFOLK,2024
475000,NORWICH,NORFOLK,2024
245000,DOWNHAM MARKET,NORFOLK,2024
520000,DEREHAM,NORFOLK,2024
200000,BECCLES,SUFFOLK,2024
255000,IPSWICH,SUFFOLK,2024
285000,NEWMARKET,SUFFOLK,2024
345000,WOODBRIDGE,SUFFOLK,2024
708500,SOUTHWOLD,SUFFOLK,2024
250000,IPSWICH,SUFFOLK,2024
305000,FELIXSTOWE,SUFFOLK,2024
250000,FELIXSTOWE,SUFFOLK,2024
475000,IPSWICH,SUFFOLK,2024
287000,IPSWICH,SUFFOLK,2024
200000,STOWMARKET,SUFFOLK,2024
200000,SOUTHWOLD,SUFFOLK,2024
253000,COLCHESTER,SUFFOLK,2024
190000,LOWESTOFT,SUFFOLK,2024
190000,STOWMARKET,SUFFOLK,2024
240000,FELIXSTOWE,SUFFOLK,2024
562500,IPSWICH,SUFFOLK,2024
370000,IPSWICH,SUFFOLK,2024
427000,BURY ST EDMUNDS,SUFFOLK,2024
250000,BURY ST EDMUNDS,SUFFOLK,2024
455000,HALESWORTH,SUFFOLK,2024
245000,SAXMUNDHAM,SUFFOLK,2024
210000,BURY ST EDMUNDS,SUFFOLK,2024
368000,COLCHESTER,SUFFOLK,2024
327000,IPSWICH,SUFFOLK,2024
465000,BURY ST EDMUNDS,SUFFOLK,2024
229000,BECCLES,SUFFOLK,2024
215000,IPSWICH,SUFFOLK,2024
250000,SUDBURY,SUFFOLK,2024
247000,IPSWICH,SUFFOLK,2024
540000,DISS,SUFFOLK,2024
150000,SUDBURY,SUFFOLK,2024
365000,STOWMARKET,SUFFOLK,2024
253000,HAVERHILL,SUFFOLK,2024
357500,IPSWICH,SUFFOLK,2024
326500,SUDBURY,SUFFOLK,2024
332500,BECCLES,SUFFOLK,2024
360000,IPSWICH,SUFFOLK,2024
340000,BURY ST EDMUNDS,SUFFOLK,2024
245000,SUDBURY,SUFFOLK,2024
230000,IPSWICH,SUFFOLK,2024
330000,IPSWICH,SUFFOLK,2024
435000,BURY ST EDMUNDS,SUFFOLK,2024
283000,IPSWICH,SUFFOLK,2024
260000,IPSWICH,SUFFOLK,2024
250000,IPSWICH,SUFFOLK,2024
220000,LOWESTOFT,SUFFOLK,2024
802500,WOODBRIDGE,SUFFOLK,2024
227500,LOWESTOFT,SUFFOLK,2024
240000,HAVERHILL,SUFFOLK,2024
290000,STOWMARKET,SUFFOLK,2024
241500,LOWESTOFT,SUFFOLK,2024
260000,WOODBRIDGE,SUFFOLK,2024
285000,WOODBRIDGE,SUFFOLK,2024
265000,SUDBURY,SUFFOLK,2024
269250,LEISTON,SUFFOLK,2024
155800,IPSWICH,SUFFOLK,2024
350000,IPSWICH,SUFFOLK,2024
166000,IPSWICH,SUFFOLK,2024
270000,WISBECH,NORFOLK,2024
216500,KING'S LYNN,NORFOLK,2024
190000,NORWICH,NORFOLK,2024
260000,NORWICH,NORFOLK,2024
255000,KING'S LYNN,NORFOLK,2024
330000,FAKENHAM,NORFOLK,2024
350000,NORWICH,NORFOLK,2024
661000,NORWICH,NORFOLK,2024
230000,DISS,NORFOLK,2024
210000,NORWICH,NORFOLK,2024
280000,NORWICH,NORFOLK,2024
550000,NORWICH,NORFOLK,2024
195000,MELTON CONSTABLE,NORFOLK,2024
640000,SHERINGHAM,NORFOLK,2024
485000,KING'S LYNN,NORFOLK,2024
1050000,NORWICH,NORFOLK,2024
367500,SHERINGHAM,NORFOLK,2024
208000,KING'S LYNN,NORFOLK,2024
432000,DEREHAM,NORFOLK,2024
300000,NORWICH,NORFOLK,2024
115000,GREAT YARMOUTH,NORFOLK,2024
150000,WISBECH,NORFOLK,2024
260000,NORWICH,NORFOLK,2024
260000,GREAT YARMOUTH,NORFOLK,2024
172500,DEREHAM,NORFOLK,2024
285000,NORWICH,NORFOLK,2024
275000,KING'S LYNN,NORFOLK,2024
215000,KING'S LYNN,NORFOLK,2024
235000,KING'S LYNN,NORFOLK,2024
220000,NORWICH,NORFOLK,2024
232500,THETFORD,NORFOLK,2024
840000,NORWICH,NORFOLK,2024
250000,KING'S LYNN,NORFOLK,2024
436996,NORWICH,NORFOLK,2024
225000,DEREHAM,NORFOLK,2024
165000,NORWICH,NORFOLK,2024
165000,THETFORD,NORFOLK,2024
255000,FAKENHAM,NORFOLK,2024
365000,HOLT,NORFOLK,2024
128000,GREAT YARMOUTH,NORFOLK,2024
205000,GREAT YARMOUTH,NORFOLK,2024
185000,NORWICH,NORFOLK,2024
320000,ATTLEBOROUGH,NORFOLK,2024
247500,NORWICH,NORFOLK,2024
312000,DEREHAM,NORFOLK,2024
260000,NORWICH,NORFOLK,2024
350000,SHERINGHAM,NORFOLK,2024
240000,GREAT YARMOUTH,NORFOLK,2024
225000,GREAT YARMOUTH,NORFOLK,2024
105000,GREAT YARMOUTH,NORFOLK,2024
267500,THETFORD,NORFOLK,2024
260000,GREAT YARMOUTH,NORFOLK,2024
210000,NORWICH,NORFOLK,2024
340000,GREAT YARMOUTH,NORFOLK,2024
225000,KING'S LYNN,NORFOLK,2024
930000,NORWICH,NORFOLK,2024
122800,DOWNHAM MARKET,NORFOLK,2024
150000,FAKENHAM,NORFOLK,2024
360000,NORWICH,NORFOLK,2024
285000,KING'S LYNN,NORFOLK,2024
270000,NORWICH,NORFOLK,2024
235000,BUNGAY,NORFOLK,2024
110000,GREAT YARMOUTH,NORFOLK,2024
235000,SWAFFHAM,NORFOLK,2024
145000,GREAT YARMOUTH,NORFOLK,2024
235000,GREAT YARMOUTH,NORFOLK,2024
200000,NORWICH,NORFOLK,2024
241000,LOWESTOFT,SUFFOLK,2024
355000,BURY ST EDMUNDS,SUFFOLK,2024
370000,STOWMARKET,SUFFOLK,2024
225000,DISS,SUFFOLK,2024
430000,FELIXSTOWE,SUFFOLK,2024
315000,BRANDON,SUFFOLK,2024
247000,SUDBURY,SUFFOLK,2024
280000,BECCLES,SUFFOLK,2024
680000,ALDEBURGH,SUFFOLK,2024
230000,BURY ST EDMUNDS,SUFFOLK,2024
185000,SUDBURY,SUFFOLK,2024
300000,COLCHESTER,SUFFOLK,2024
445000,WOODBRIDGE,SUFFOLK,2024
290000,IPSWICH,SUFFOLK,2024
335000,IPSWICH,SUFFOLK,2024
330000,BURY ST EDMUNDS,SUFFOLK,2024
215000,LOWESTOFT,SUFFOLK,2024
267000,SUDBURY,SUFFOLK,2024
630000,WOODBRIDGE,SUFFOLK,2024
465000,STOWMARKET,SUFFOLK,2024
275000,FELIXSTOWE,SUFFOLK,2024
544300,BECCLES,SUFFOLK,2024
245000,BECCLES,SUFFOLK,2024
280000,WOODBRIDGE,SUFFOLK,2024
199000,STOWMARKET,SUFFOLK,2024
300000,SUDBURY,SUFFOLK,2024
495000,IPSWICH,SUFFOLK,2024
250000,NEWMARKET,SUFFOLK,2024
200000,BRANDON,SUFFOLK,2024
220000,SUDBURY,SUFFOLK,2024
114000,LOWESTOFT,SUFFOLK,2024
322500,NEWMARKET,SUFFOLK,2024
445000,BURY ST EDMUNDS,SUFFOLK,2024
205000,DISS,SUFFOLK,2024
525000,SUDBURY,SUFFOLK,2024
310000,BURY ST EDMUNDS,SUFFOLK,2024
280000,BURY ST EDMUNDS,SUFFOLK,2024
203000,SUDBURY,SUFFOLK,2024
392500,FELIXSTOWE,SUFFOLK,2024
270000,IPSWICH,SUFFOLK,2024
270000,HAVERHILL,SUFFOLK,2024
350000,SUDBURY,SUFFOLK,2024
235000,HAVERHILL,SUFFOLK,2024
270000,BURY ST EDMUNDS,SUFFOLK,2024
480000,IPSWICH,SUFFOLK,2024
350000,LOWESTOFT,SUFFOLK,2024
720000,BURY ST EDMUNDS,SUFFOLK,2024
325000,BRANDON,SUFFOLK,2024
182500,LOWESTOFT,SUFFOLK,2024
355000,BURY ST EDMUNDS,SUFFOLK,2024
240000,IPSWICH,SUFFOLK,2024
270000,SAXMUNDHAM,SUFFOLK,2024
350000,BURY ST EDMUNDS,SUFFOLK,2024
680000,IPSWICH,SUFFOLK,2024
145000,BURY ST EDMUNDS,SUFFOLK,2024
315000,BRANDON,SUFFOLK,2024
325000,STOWMARKET,SUFFOLK,2024
580000,BURY ST EDMUNDS,SUFFOLK,2024
615000,BURY ST EDMUNDS,SUFFOLK,2024
270000,IPSWICH,SUFFOLK,2024
333000,BECCLES,SUFFOLK,2024
199000,BURY ST EDMUNDS,SUFFOLK,2024
185000,IPSWICH,SUFFOLK,2024
287500,BURY ST EDMUNDS,SUFFOLK,2024
295000,BURY ST EDMUNDS,SUFFOLK,2024
250000,IPSWICH,SUFFOLK,2024
285000,GREAT YARMOUTH,NORFOLK,2024
250000,SWAFFHAM,NORFOLK,2024
300000,DISS,NORFOLK,2024
500000,KING'S LYNN,NORFOLK,2024
325000,SHERINGHAM,NORFOLK,2024
240000,NORWICH,NORFOLK,2024
232500,KING'S LYNN,NORFOLK,2024
150000,NORWICH,NORFOLK,2024
197000,KING'S LYNN,NORFOLK,2024
215000,DOWNHAM MARKET,NORFOLK,2024
130000,THETFORD,NORFOLK,2024
100000,DEREHAM,NORFOLK,2024
300000,KING'S LYNN,NORFOLK,2024
592000,SHERINGHAM,NORFOLK,2024
385000,NORWICH,NORFOLK,2024
1520000,NORWICH,NORFOLK,2024
186000,GREAT YARMOUTH,NORFOLK,2024
365000,DEREHAM,NORFOLK,2024
110000,GREAT YARMOUTH,NORFOLK,2024
230000,DOWNHAM MARKET,NORFOLK,2024
188000,KING'S LYNN,NORFOLK,2024
537500,NORWICH,NORFOLK,2024
475000,KING'S LYNN,NORFOLK,2024
440000,DISS,NORFOLK,2024
211000,NORWICH,NORFOLK,2024
200000,NORWICH,NORFOLK,2024
233000,GREAT YARMOUTH,NORFOLK,2024
330000,NORWICH,NORFOLK,2024
368000,GREAT YARMOUTH,NORFOLK,2024
270500,NORWICH,NORFOLK,2024
145000,DOWNHAM MARKET,NORFOLK,2024
220000,NORTH WALSHAM,NORFOLK,2024
285000,NORWICH,NORFOLK,2024
283000,NORWICH,NORFOLK,2024
160500,GREAT YARMOUTH,NORFOLK,2024
100000,SWAFFHAM,NORFOLK,2024
243000,NORWICH,NORFOLK,2024
255000,NORWICH,NORFOLK,2024
297000,NORWICH,NORFOLK,2024
130000,GREAT YARMOUTH,NORFOLK,2024
215000,GREAT YARMOUTH,NORFOLK,2024
170000,THETFORD,NORFOLK,2024
220000,GREAT YARMOUTH,NORFOLK,2024
185000,NORWICH,NORFOLK,2024
225000,DOWNHAM MARKET,NORFOLK,2024
325000,GREAT YARMOUTH,NORFOLK,2024
220000,GREAT YARMOUTH,NORFOLK,2024
220000,GREAT YARMOUTH,NORFOLK,2024
204000,THETFORD,NORFOLK,2024
189000,NORWICH,NORFOLK,2024
135500,NORWICH,NORFOLK,2024
178000,GREAT YARMOUTH,NORFOLK,2024
340000,ATTLEBOROUGH,NORFOLK,2024
175000,NORWICH,NORFOLK,2024
182000,NORWICH,NORFOLK,2024
210000,NORWICH,NORFOLK,2024
215000,GREAT YARMOUTH,NORFOLK,2024
230000,NORWICH,NORFOLK,2024
170000,NORWICH,NORFOLK,2024
285000,FAKENHAM,NORFOLK,2024
595000,NORWICH,NORFOLK,2024
140000,NORWICH,NORFOLK,2024
360000,SHERINGHAM,NORFOLK,2024
208000,NORWICH,NORFOLK,2024
322000,WYMONDHAM,NORFOLK,2024
1080000,SAXMUNDHAM,SUFFOLK,2024
343000,HAVERHILL,SUFFOLK,2024
360000,IPSWICH,SUFFOLK,2024
70000,IPSWICH,SUFFOLK,2024
235000,HAVERHILL,SUFFOLK,2024
356000,HAVERHILL,SUFFOLK,2024
250000,IPSWICH,SUFFOLK,2024
160000,IPSWICH,SUFFOLK,2024
400000,IPSWICH,SUFFOLK,2024
410000,COLCHESTER,SUFFOLK,2024
220000,STOWMARKET,SUFFOLK,2024
235000,IPSWICH,SUFFOLK,2024
230000,HAVERHILL,SUFFOLK,2024
255000,SUDBURY,SUFFOLK,2024
580000,STOWMARKET,SUFFOLK,2024
495000,BURY ST EDMUNDS,SUFFOLK,2024
385000,WOODBRIDGE,SUFFOLK,2024
475000,LOWESTOFT,SUFFOLK,2024
875000,BURY ST EDMUNDS,SUFFOLK,2024
775000,IPSWICH,SUFFOLK,2024
270000,NEWMARKET,SUFFOLK,2024
130000,NEWMARKET,SUFFOLK,2024
305000,BURY ST EDMUNDS,SUFFOLK,2024
277500,HAVERHILL,SUFFOLK,2024
230000,FELIXSTOWE,SUFFOLK,2024
170000,IPSWICH,SUFFOLK,2024
379000,BRANDON,SUFFOLK,2024
222000,IPSWICH,SUFFOLK,2024
152000,LOWESTOFT,SUFFOLK,2024
235000,LOWESTOFT,SUFFOLK,2024
380000,FELIXSTOWE,SUFFOLK,2024
675000,BURY ST EDMUNDS,SUFFOLK,2024
250000,NEWMARKET,SUFFOLK,2024
282000,IPSWICH,SUFFOLK,2024
452950,BURY ST EDMUNDS,SUFFOLK,2024
450000,SUDBURY,SUFFOLK,2024
100000,IPSWICH,SUFFOLK,2024
220000,BUNGAY,SUFFOLK,2024
352350,IPSWICH,SUFFOLK,2024
182500,STOWMARKET,SUFFOLK,2024
380000,SUDBURY,SUFFOLK,2024
250000,BURY ST EDMUNDS,SUFFOLK,2024
350000,BECCLES,SUFFOLK,2024
350000,EYE,SUFFOLK,2024
390000,BURY ST EDMUNDS,SUFFOLK,2024
510000,SUDBURY,SUFFOLK,2024
409995,IPSWICH,SUFFOLK,2024
429995,IPSWICH,SUFFOLK,2024
326250,EYE,SUFFOLK,2024
312000,BURY ST EDMUNDS,SUFFOLK,2024
177500,STOWMARKET,SUFFOLK,2024
200000,WOODBRIDGE,SUFFOLK,2024
475000,BURY ST EDMUNDS,SUFFOLK,2024
320000,BURY ST EDMUNDS,SUFFOLK,2024
327000,IPSWICH,SUFFOLK,2024
520000,BURY ST EDMUNDS,SUFFOLK,2024
450000,SUDBURY,SUFFOLK,2024
182500,STOWMARKET,SUFFOLK,2024
275000,FELIXSTOWE,SUFFOLK,2024
474950,IPSWICH,SUFFOLK,2024
375000,BECCLES,SUFFOLK,2024
390000,FELIXSTOWE,SUFFOLK,2024
480000,FELIXSTOWE,SUFFOLK,2024
525000,IPSWICH,SUFFOLK,2024
350000,BECCLES,SUFFOLK,2024
383000,BURY ST EDMUNDS,SUFFOLK,2024
453000,IPSWICH,SUFFOLK,2024
215000,NORWICH,NORFOLK,2024
282500,NORWICH,NORFOLK,2024
240000,HUNSTANTON,NORFOLK,2024
115000,SWAFFHAM,NORFOLK,2024
575000,SHERINGHAM,NORFOLK,2024
330000,HOLT,NORFOLK,2024
251000,KING'S LYNN,NORFOLK,2024
512500,HOLT,NORFOLK,2024
555000,NORWICH,NORFOLK,2024
245000,THETFORD,NORFOLK,2024
670000,THETFORD,NORFOLK,2024
247500,DEREHAM,NORFOLK,2024
275000,FAKENHAM,NORFOLK,2024
